project_id,project_name,state,district,project_type,land_area_hectares,affected_families,compensation_status,compensation_disbursed_pct,approval_stage,days_since_notification,legal_disputes_count,legal_dispute_status,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_district_delay_rate,inter_department_coordination_issues,project_start_date,planned_duration_days,expected_completion_date,delay_probability,actual_delay_days,risk_category
LA-0431,SEZ Development Project Hubballi-431,Karnataka,Hubballi,SEZ Development,7.04,165,Not Disbursed,9.2,Rehabilitation Ongoing,136,0,None,Partially Complete,12.0,5.8,0.33,Medium,2023-02-28,545,2024-08-26,0.558,370,Medium
LA-0432,National Highway Project Hubballi-432,Karnataka,Hubballi,National Highway,99.83,183,Not Disbursed,8.9,SIA Completed,302,0,None,Partially Complete,99.7,3.5,0.3,Medium,2023-10-13,545,2025-04-10,0.511,352,Medium
LA-0433,Industrial Corridor Project Aurangabad-433,Maharashtra,Aurangabad,Industrial Corridor,44.35,52,Not Disbursed,3.4,Award Declared,624,1,Ongoing - Lower Court,Partially Complete,24.5,5.0,0.62,Medium,2023-02-15,1095,2026-02-14,0.872,392,High
LA-0434,Airport Expansion Project Jaipur-434,Rajasthan,Jaipur,Airport Expansion,51.97,44,Partially Disbursed,58.8,Possession Complete,494,2,Resolved in Favor,Not Started,60.3,3.9,0.43,Medium,2022-10-10,365,2023-10-10,0.731,346,High
LA-0435,National Highway Project Madurai-435,Tamil Nadu,Madurai,National Highway,43.88,15,Not Disbursed,2.6,Possession Initiated,254,0,None,Not Started,32.0,6.3,0.57,Medium,2021-07-06,1460,2025-07-05,0.722,443,High
LA-0436,Power Transmission Line Project Siliguri-436,West Bengal,Siliguri,Power Transmission Line,77.89,99,Fully Disbursed,93.6,Possession Complete,452,1,Ongoing - High Court,Partially Complete,87.1,4.1,0.5,Medium,2022-11-30,730,2024-11-29,0.676,381,High
LA-0437,Airport Expansion Project Noida-437,Uttar Pradesh,Noida,Airport Expansion,70.75,363,Partially Disbursed,14.0,Possession Complete,591,1,Resolved Against,Partially Complete,9.4,7.9,0.32,Medium,2023-07-16,365,2024-07-15,0.771,457,High
LA-0438,National Highway Project Nagpur-438,Maharashtra,Nagpur,National Highway,29.01,101,Partially Disbursed,60.9,Rehabilitation Ongoing,614,0,None,Fully Complete,27.7,10.0,0.56,Low,2023-12-06,730,2025-12-05,0.153,160,Low
LA-0439,Railway Line Project Pune-439,Maharashtra,Pune,Railway Line,36.61,365,Partially Disbursed,12.5,Rehabilitation Ongoing,528,0,None,Partially Complete,7.2,9.6,0.49,Medium,2022-06-05,1460,2026-06-04,0.299,312,Low
LA-0440,State Highway Project Jodhpur-440,Rajasthan,Jodhpur,State Highway,42.33,178,Fully Disbursed,99.3,Possession Initiated,500,1,Ongoing - High Court,Partially Complete,0.1,8.3,0.48,High,2022-11-24,365,2023-11-24,0.57,281,Medium
LA-0441,SEZ Development Project Bhubaneswar-441,Odisha,Bhubaneswar,SEZ Development,45.92,193,Not Disbursed,4.6,Possession Initiated,223,0,None,Partially Complete,66.2,2.4,0.34,Medium,2023-10-30,545,2025-04-27,0.544,241,Medium
LA-0442,Dam/Reservoir Project Chennai-442,Tamil Nadu,Chennai,Dam/Reservoir,29.89,198,Fully Disbursed,90.9,Possession Complete,315,2,Resolved in Favor,Fully Complete,28.3,4.4,0.5,Medium,2023-11-08,545,2025-05-06,0.309,390,Low
LA-0443,Railway Line Project Kolkata-443,West Bengal,Kolkata,Railway Line,40.86,45,Not Disbursed,3.4,Rehabilitation Ongoing,130,1,Resolved Against,Partially Complete,87.9,1.1,0.45,Low,2023-02-27,1095,2026-02-26,0.83,462,High
LA-0444,Irrigation Canal Project Siliguri-444,West Bengal,Siliguri,Irrigation Canal,34.85,322,Not Disbursed,4.3,Award Declared,1613,1,Ongoing - Supreme Court,Partially Complete,23.4,3.4,0.56,Low,2023-04-26,1460,2027-04-25,0.893,452,High
LA-0445,Dam/Reservoir Project Mysuru-445,Karnataka,Mysuru,Dam/Reservoir,21.46,144,Fully Disbursed,93.8,Rehabilitation Ongoing,1162,2,Resolved Against,Partially Complete,56.1,1.9,0.36,Low,2024-07-02,730,2026-07-02,0.596,262,Medium
LA-0446,Railway Line Project Surat-446,Gujarat,Surat,Railway Line,48.85,107,Partially Disbursed,61.9,Rehabilitation Ongoing,482,0,None,Partially Complete,46.5,8.4,0.61,Medium,2022-12-23,1460,2026-12-22,0.249,292,Low
LA-0447,SEZ Development Project Madurai-447,Tamil Nadu,Madurai,SEZ Development,19.56,131,Fully Disbursed,93.0,Rehabilitation Ongoing,11,0,None,Partially Complete,13.6,2.8,0.43,Medium,2023-12-30,730,2025-12-29,0.161,170,Low
LA-0448,Dam/Reservoir Project Bhubaneswar-448,Odisha,Bhubaneswar,Dam/Reservoir,126.5,434,Not Disbursed,6.5,Possession Initiated,1574,0,None,Not Started,82.3,2.9,0.17,Medium,2022-02-14,730,2024-02-14,0.352,209,Medium
LA-0449,Power Transmission Line Project Jabalpur-449,Madhya Pradesh,Jabalpur,Power Transmission Line,18.86,103,Not Disbursed,4.4,Notification (Sec 11),389,2,Ongoing - Supreme Court,Not Started,26.9,8.2,0.73,Medium,2023-01-05,1095,2026-01-04,0.936,525,High
LA-0450,Dam/Reservoir Project Thane-450,Maharashtra,Thane,Dam/Reservoir,35.66,6,Fully Disbursed,90.0,Rehabilitation Ongoing,727,0,None,Partially Complete,41.1,6.8,0.28,Low,2023-11-13,730,2025-11-12,0.067,148,Low
LA-0451,Urban Metro Project Varanasi-451,Uttar Pradesh,Varanasi,Urban Metro,58.41,92,Partially Disbursed,71.6,Rehabilitation Ongoing,74,0,None,Not Started,51.0,6.3,0.6,Medium,2021-01-27,730,2023-01-27,0.187,133,Low
LA-0452,Irrigation Canal Project Kota-452,Rajasthan,Kota,Irrigation Canal,84.61,37,Fully Disbursed,96.2,Rehabilitation Ongoing,508,1,Ongoing - Supreme Court,Fully Complete,60.3,1.5,0.47,Medium,2024-05-20,545,2025-11-16,0.661,406,High
LA-0453,Airport Expansion Project Udaipur-453,Rajasthan,Udaipur,Airport Expansion,68.68,191,Not Disbursed,8.8,Rehabilitation Ongoing,1763,0,None,Not Started,3.3,4.8,0.33,High,2023-11-19,365,2024-11-18,0.544,379,Medium
LA-0454,Urban Metro Project Bhubaneswar-454,Odisha,Bhubaneswar,Urban Metro,40.9,251,Not Disbursed,7.6,Award Declared,252,0,None,Not Started,43.9,8.0,0.36,Medium,2022-06-07,365,2023-06-07,0.336,379,Low
LA-0455,Railway Line Project Rajkot-455,Gujarat,Rajkot,Railway Line,53.71,183,Not Disbursed,2.7,Award Declared,194,1,Resolved Against,Not Started,72.0,7.2,0.35,High,2024-06-14,730,2026-06-14,0.69,427,High
LA-0456,Dam/Reservoir Project Madurai-456,Tamil Nadu,Madurai,Dam/Reservoir,23.25,242,Partially Disbursed,43.6,Rehabilitation Ongoing,681,1,Ongoing - Supreme Court,Partially Complete,45.6,9.0,0.29,High,2023-12-03,365,2024-12-02,0.842,414,High
LA-0457,Urban Metro Project Bengaluru-457,Karnataka,Bengaluru,Urban Metro,31.23,318,Partially Disbursed,27.1,Possession Initiated,266,0,None,Not Started,10.9,8.1,0.62,Low,2022-03-13,730,2024-03-12,0.377,249,Medium
LA-0458,Power Transmission Line Project Vadodara-458,Gujarat,Vadodara,Power Transmission Line,30.94,254,Not Disbursed,2.7,Possession Complete,183,0,None,Partially Complete,87.0,2.2,0.43,High,2021-01-19,365,2022-01-19,0.568,349,Medium
LA-0459,Irrigation Canal Project Rajkot-459,Gujarat,Rajkot,Irrigation Canal,40.78,141,Fully Disbursed,94.8,Possession Complete,1521,1,Resolved Against,Not Started,96.6,1.1,0.57,Low,2022-10-20,1095,2025-10-19,0.332,267,Low
LA-0460,Power Transmission Line Project Aurangabad-460,Maharashtra,Aurangabad,Power Transmission Line,118.95,28,Partially Disbursed,61.4,Award Declared,652,0,None,Not Started,48.6,3.8,0.24,Medium,2023-02-07,1460,2027-02-06,0.251,237,Low
LA-0461,Airport Expansion Project Mysuru-461,Karnataka,Mysuru,Airport Expansion,48.21,74,Not Disbursed,7.3,Rehabilitation Ongoing,363,3,Ongoing - High Court,Not Started,19.1,5.0,0.61,Low,2021-07-16,545,2023-01-12,0.944,623,High
LA-0462,National Highway Project Hubballi-462,Karnataka,Hubballi,National Highway,16.3,183,Partially Disbursed,47.5,SIA Completed,85,0,None,Partially Complete,17.2,5.8,0.35,High,2023-05-19,365,2024-05-18,0.55,241,Medium
LA-0463,State Highway Project Kota-463,Rajasthan,Kota,State Highway,48.64,65,Fully Disbursed,98.7,SIA Completed,702,1,Ongoing - Lower Court,Partially Complete,68.1,1.6,0.34,Low,2021-06-29,365,2022-06-29,0.435,287,Medium
LA-0464,Power Transmission Line Project Noida-464,Uttar Pradesh,Noida,Power Transmission Line,10.09,170,Partially Disbursed,38.0,Possession Complete,345,1,Ongoing - High Court,Fully Complete,10.3,9.5,0.53,Medium,2023-07-13,1095,2026-07-12,0.399,329,Medium
LA-0465,National Highway Project Cuttack-465,Odisha,Cuttack,National Highway,23.18,356,Partially Disbursed,19.5,Notification (Sec 11),26,0,None,Partially Complete,68.6,4.9,0.4,Medium,2024-06-20,365,2025-06-20,0.482,268,Medium
LA-0466,State Highway Project Kolkata-466,West Bengal,Kolkata,State Highway,38.46,339,Partially Disbursed,27.7,Possession Complete,215,2,Ongoing - Lower Court,Not Started,87.3,4.6,0.38,Medium,2024-05-27,365,2025-05-27,0.737,364,High
LA-0467,Urban Metro Project Gaya-467,Bihar,Gaya,Urban Metro,13.28,54,Partially Disbursed,14.9,Rehabilitation Ongoing,666,1,Ongoing - Lower Court,Partially Complete,12.7,1.5,0.43,Medium,2021-10-07,1095,2024-10-06,0.879,378,High
LA-0468,Railway Line Project Mysuru-468,Karnataka,Mysuru,Railway Line,54.46,75,Not Disbursed,3.8,Rehabilitation Ongoing,147,1,Ongoing - Supreme Court,Fully Complete,9.8,9.1,0.29,Low,2024-02-11,545,2025-08-09,0.594,219,Medium
LA-0469,National Highway Project Pune-469,Maharashtra,Pune,National Highway,21.99,101,Partially Disbursed,43.9,Possession Initiated,197,2,Resolved Against,Partially Complete,15.3,7.4,0.48,Low,2022-03-07,730,2024-03-06,0.399,256,Medium
LA-0470,Dam/Reservoir Project Kota-470,Rajasthan,Kota,Dam/Reservoir,18.58,213,Not Disbursed,8.0,SIA Completed,863,3,Ongoing - High Court,Partially Complete,18.3,7.8,0.41,Low,2021-08-23,545,2023-02-19,0.98,413,High
LA-0471,Dam/Reservoir Project Kolkata-471,West Bengal,Kolkata,Dam/Reservoir,19.57,316,Partially Disbursed,49.0,Possession Complete,11,0,None,Not Started,33.6,9.8,0.5,Medium,2022-05-29,365,2023-05-29,0.204,291,Low
LA-0472,Industrial Corridor Project Kota-472,Rajasthan,Kota,Industrial Corridor,74.17,164,Partially Disbursed,48.3,Rehabilitation Ongoing,287,2,Ongoing - High Court,Not Started,64.4,1.3,0.48,Medium,2022-02-01,730,2024-02-01,0.98,555,High
LA-0473,Industrial Corridor Project Coimbatore-473,Tamil Nadu,Coimbatore,Industrial Corridor,65.61,53,Partially Disbursed,23.4,Award Declared,513,0,None,Partially Complete,2.9,6.4,0.05,Low,2024-03-06,730,2026-03-06,0.059,103,Low
LA-0474,Railway Line Project Rajkot-474,Gujarat,Rajkot,Railway Line,50.37,202,Not Disbursed,1.3,SIA Completed,225,0,None,Fully Complete,90.3,8.8,0.44,Medium,2023-06-13,730,2025-06-12,0.335,256,Low
LA-0475,Industrial Corridor Project Surat-475,Gujarat,Surat,Industrial Corridor,77.86,189,Fully Disbursed,94.9,Possession Initiated,1097,1,Resolved in Favor,Partially Complete,46.8,9.7,0.42,Low,2024-02-04,365,2025-02-03,0.133,220,Low
LA-0476,Power Transmission Line Project Bhopal-476,Madhya Pradesh,Bhopal,Power Transmission Line,39.15,87,Fully Disbursed,95.5,SIA Completed,249,1,Resolved Against,Not Started,15.9,8.3,0.3,Medium,2024-07-07,365,2025-07-07,0.438,265,Medium
LA-0477,Dam/Reservoir Project Pune-477,Maharashtra,Pune,Dam/Reservoir,71.54,194,Partially Disbursed,42.8,Possession Complete,973,1,Resolved Against,Partially Complete,17.1,3.0,0.19,Medium,2021-03-17,1460,2025-03-16,0.867,360,High
LA-0478,Dam/Reservoir Project Muzaffarpur-478,Bihar,Muzaffarpur,Dam/Reservoir,41.45,92,Partially Disbursed,35.0,SIA Completed,664,1,Ongoing - Supreme Court,Partially Complete,95.9,7.4,0.55,High,2024-04-22,730,2026-04-22,0.921,368,High
LA-0479,Dam/Reservoir Project Gwalior-479,Madhya Pradesh,Gwalior,Dam/Reservoir,121.54,133,Partially Disbursed,50.4,Possession Initiated,642,0,None,Partially Complete,24.2,5.6,0.31,Low,2022-05-05,1460,2026-05-04,0.057,70,Low
LA-0480,Airport Expansion Project Indore-480,Madhya Pradesh,Indore,Airport Expansion,36.62,175,Not Disbursed,1.5,Possession Complete,1085,0,None,Fully Complete,13.0,3.8,0.34,Medium,2021-10-27,1095,2024-10-26,0.347,302,Low
LA-0481,Irrigation Canal Project Ahmedabad-481,Gujarat,Ahmedabad,Irrigation Canal,15.7,103,Fully Disbursed,92.7,SIA Completed,84,1,Ongoing - Lower Court,Not Started,18.0,7.2,0.62,Low,2022-02-28,1460,2026-02-27,0.478,334,Medium
LA-0482,Airport Expansion Project Rajkot-482,Gujarat,Rajkot,Airport Expansion,32.14,172,Fully Disbursed,96.4,Notification (Sec 11),232,1,Ongoing - Lower Court,Fully Complete,96.2,9.1,0.57,Low,2023-12-04,730,2025-12-03,0.057,197,Low
LA-0483,Dam/Reservoir Project Muzaffarpur-483,Bihar,Muzaffarpur,Dam/Reservoir,3.58,92,Partially Disbursed,62.9,Possession Initiated,70,2,Resolved in Favor,Partially Complete,24.8,9.4,0.47,Medium,2021-06-09,1460,2025-06-08,0.56,296,Medium
LA-0484,Irrigation Canal Project Gaya-484,Bihar,Gaya,Irrigation Canal,44.43,76,Partially Disbursed,45.1,Award Declared,263,3,Ongoing - Supreme Court,Partially Complete,31.6,4.8,0.28,Medium,2024-05-22,365,2025-05-22,0.907,505,High
LA-0485,Airport Expansion Project Bengaluru-485,Karnataka,Bengaluru,Airport Expansion,44.55,194,Not Disbursed,6.9,Notification (Sec 11),156,1,Resolved Against,Partially Complete,84.6,5.1,0.28,Low,2022-01-18,545,2023-07-17,0.56,395,Medium
LA-0486,Irrigation Canal Project Ahmedabad-486,Gujarat,Ahmedabad,Irrigation Canal,5.36,348,Partially Disbursed,78.2,Award Declared,329,1,Ongoing - Lower Court,Partially Complete,32.4,2.2,0.44,Medium,2022-03-08,1460,2026-03-07,0.713,405,High
LA-0487,National Highway Project Gwalior-487,Madhya Pradesh,Gwalior,National Highway,69.25,201,Not Disbursed,5.1,SIA Completed,874,0,None,Partially Complete,91.5,1.8,0.29,Low,2024-07-13,1460,2028-07-12,0.51,437,Medium
LA-0488,Railway Line Project Kanpur-488,Uttar Pradesh,Kanpur,Railway Line,22.02,337,Not Disbursed,1.7,Award Declared,593,1,Ongoing - High Court,Partially Complete,91.9,9.1,0.19,Medium,2024-02-29,365,2025-02-28,0.606,212,Medium
LA-0489,Irrigation Canal Project Patna-489,Bihar,Patna,Irrigation Canal,13.45,213,Partially Disbursed,23.0,Possession Initiated,294,0,None,Fully Complete,76.8,9.0,0.42,Low,2023-04-22,1460,2027-04-21,0.041,163,Low
LA-0490,SEZ Development Project Indore-490,Madhya Pradesh,Indore,SEZ Development,37.95,480,Partially Disbursed,40.2,Award Declared,469,1,Ongoing - High Court,Partially Complete,34.8,5.7,0.31,Low,2023-07-18,1460,2027-07-17,0.76,433,High
LA-0491,Irrigation Canal Project Kolkata-491,West Bengal,Kolkata,Irrigation Canal,51.37,10,Partially Disbursed,58.0,SIA Completed,141,2,Ongoing - Lower Court,Not Started,23.3,9.6,0.63,Medium,2023-10-30,1095,2026-10-29,0.838,411,High
LA-0492,Railway Line Project Bhopal-492,Madhya Pradesh,Bhopal,Railway Line,33.84,94,Partially Disbursed,26.6,Possession Complete,688,0,None,Partially Complete,80.9,8.2,0.79,High,2023-12-25,1460,2027-12-24,0.412,350,Medium
LA-0493,Airport Expansion Project Pune-493,Maharashtra,Pune,Airport Expansion,49.83,57,Partially Disbursed,43.0,Possession Complete,187,0,None,Partially Complete,19.7,4.7,0.52,Low,2023-06-03,1460,2027-06-02,0.15,156,Low
LA-0494,National Highway Project Cuttack-494,Odisha,Cuttack,National Highway,7.41,90,Partially Disbursed,40.9,Possession Initiated,299,1,Ongoing - High Court,Fully Complete,70.7,2.6,0.56,Medium,2023-02-20,730,2025-02-19,0.647,263,Medium
LA-0495,SEZ Development Project Siliguri-495,West Bengal,Siliguri,SEZ Development,39.7,62,Not Disbursed,5.3,SIA Completed,294,0,None,Not Started,60.6,4.0,0.19,High,2021-06-21,730,2023-06-21,0.685,385,High
LA-0496,Urban Metro Project Siliguri-496,West Bengal,Siliguri,Urban Metro,37.12,434,Not Disbursed,0.1,Notification (Sec 11),197,1,Ongoing - Lower Court,Partially Complete,57.3,9.4,0.37,Low,2021-01-15,1095,2024-01-15,0.583,282,Medium
LA-0497,Urban Metro Project Udaipur-497,Rajasthan,Udaipur,Urban Metro,22.22,135,Partially Disbursed,70.4,SIA Completed,1237,0,None,Partially Complete,88.9,8.6,0.74,Medium,2022-06-20,1460,2026-06-19,0.158,222,Low
LA-0498,Industrial Corridor Project Rourkela-498,Odisha,Rourkela,Industrial Corridor,70.93,67,Partially Disbursed,64.3,Rehabilitation Ongoing,690,0,None,Partially Complete,28.4,2.6,0.32,Low,2024-02-05,1460,2028-02-04,0.314,131,Low
LA-0499,Industrial Corridor Project Chennai-499,Tamil Nadu,Chennai,Industrial Corridor,22.04,71,Partially Disbursed,55.0,Possession Initiated,358,0,None,Not Started,51.7,5.5,0.26,Low,2022-12-07,1095,2025-12-06,0.144,202,Low
LA-0500,Irrigation Canal Project Bhopal-500,Madhya Pradesh,Bhopal,Irrigation Canal,28.2,95,Partially Disbursed,46.9,Rehabilitation Ongoing,616,2,Ongoing - High Court,Not Started,80.4,8.1,0.41,Medium,2022-11-25,1460,2026-11-24,0.716,342,High
